TD, MAX, MIN, HR, PRESION, DIA, MES, CIUDAD
0.0,3.3,-1.5,85,984,31,Agosto,Ushuaia
0.1,3.0,0.4,57,987,31,Julio,Ushuaia
-0.1,11.2,-0.3,69,1006,31,Marzo,Trelew
-0.1,8.5,0.2,63,972,31,Julio,Ushuaia
0.3,4.5,0.3,98,985,31,Mayo,Ushuaia
0.5,15.1,-1.0,43,981,31,Julio,Neuquen
0.5,2.0,-0.5,87,986,31,Agosto,Ushuaia
-0.5,3.7,-3.2,61,991,31,Julio,Ushuaia
0.6,16.0,-2.8,46,1023,31,Agosto,Trelew
0.6,7.5,1.9,83,1005,31,Mayo,Ushuaia
-0.6,14.1,-3.5,58,965,31,Julio,Cordoba
0.7,14.2,-0.7,52,1018,31,Julio,Trelew
0.8,4.6,-2.4,68,982,31,Mayo,Ushuaia
0.8,4.8,-0.3,82,991,31,Agosto,Ushuaia
-0.8,3.2,-6.1,54,1008,31,Julio,Ushuaia
-0.8,6.0,-3.2,74,1004,31,Mayo,Ushuaia
1.0,4.8,1.7,88,991,31,Marzo,Ushuaia
-1.0,12.5,2.9,76,987,31,Julio,Neuquen
-1.0,5.0,-4.1,68,994,31,Agosto,Ushuaia
1.1,14.1,2.1,76,980,31,Julio,Neuquen
1.2,13.8,-6.1,53,1013,31,Mayo,Trelew
1.2,3.9,-1.4,82,990,31,Julio,Ushuaia
1.4,12.2,-2.0,75,1022,31,Julio,Trelew
1.4,13.4,1.8,81,1010,31,Agosto,Trelew
1.5,8.4,0.1,65,981,31,Agosto,Ushuaia
1.6,5.4,-6.6,82,983,31,Agosto,Ushuaia
-1.6,12.5,1.3,86,995,31,Marzo,Trelew
-1.7,12.0,-4.6,51,1009,31,Mayo,Trelew
1.8,13.0,-2.9,43,991,31,Julio,Neuquen
1.8,13.4,-2.0,46,985,31,Mayo,Neuquen
1.8,4.6,3.7,75,978,31,Mayo,Ushuaia
1.8,9.7,-1.1,64,1001,31,Agosto,Neuquen
-1.8,10.4,0.5,65,989,31,Mayo,Neuquen
-1.8,16.4,-2.9,49,982,31,Marzo,Neuquen
1.9,21.6,1.4,63,956,31,Julio,Cordoba
1.9,7.2,1.5,71,1010,31,Julio,Ushuaia
10.1,14.4,3.9,62,1003,31,Marzo,Ushuaia
10.1,22.1,1.3,48,965,31,Mayo,Cordoba
10.1,24.6,6.5,65,964,31,Mayo,Cordoba
10.2,13.6,9.2,90,980,31,Julio,Neuquen
10.2,16.1,3.5,77,956,31,Agosto,Cordoba
10.2,17.4,13.8,99,983,31,Mayo,Iguazu
10.2,17.4,13.8,99,983,31,Mayo,Iguazu
10.2,21.0,0.5,56,963,31,Agosto,Cordoba
10.2,22.7,-1.7,24,975,31,Agosto,Neuquen
10.3,20.2,11.4,97,915,31,Mayo,Jujuy
10.3,21.8,10.2,72,987,31,Agosto,Iguazu
10.3,21.8,10.2,72,987,31,Agosto,Iguazu
10.4,15.0,-4.0,61,1003,31,Agosto,Trelew
10.4,25.4,8.8,61,912,31,Julio,Jujuy
10.6,15.7,8.9,62,964,31,Mayo,Cordoba
10.6,22.0,8.6,68,958,31,Mayo,Cordoba
10.8,18.4,8.2,39,913,31,Mayo,Jujuy
11.0,16.5,10.8,94,913,31,Mayo,Jujuy
11.0,16.8,1.9,53,963,31,Agosto,Cordoba
11.0,17.2,-5.7,31,1014,31,Julio,Trelew
11.0,21.0,4.8,41,985,31,Agosto,Neuquen
11.0,24.5,1.5,30,979,31,Octubre,Neuquen
11.1,25.1,10.3,63,907,31,Mayo,Jujuy
11.2,15.4,11.2,92,959,31,Mayo,Cordoba
11.2,23.1,5.1,58,917,31,Julio,Jujuy
11.2,27.3,13.2,86,981,31,Marzo,Neuquen
11.3,22.9,-0.8,39,915,31,Julio,Jujuy
11.4,20.6,7.4,60,906,31,Agosto,Jujuy
11.4,28.3,10.0,59,955,31,Julio,Cordoba
11.6,19.4,7.4,75,1015,31,Octubre,Trelew
11.6,27.2,8.0,52,917,31,Agosto,Jujuy
11.7,18.2,8.2,79,1019,31,Octubre,Trelew
11.7,24.2,10.7,59,910,31,Mayo,Jujuy
11.7,28.8,5.4,38,912,31,Agosto,Jujuy
11.8,16.4,9.9,75,983,31,Diciembre,Ushuaia
11.8,20.0,-3.1,35,971,31,Agosto,Cordoba
11.8,22.6,10.7,93,988,31,Octubre,Neuquen
11.8,23.6,5.2,45,981,31,Julio,Neuquen
11.9,25.2,13.7,84,912,31,Marzo,Jujuy
12.0,17.4,4.6,45,998,31,Diciembre,Ushuaia
12.0,21.8,3.4,37,981,31,Julio,Neuquen
12.3,28.7,1.0,27,974,31,Julio,Neuquen
12.4,18.0,12.7,91,957,31,Mayo,Cordoba
12.4,23.1,-0.6,60,982,31,Agosto,Neuquen
12.4,23.2,5.6,45,990,31,Octubre,Neuquen
12.4,23.5,13.3,38,950,31,Julio,Cordoba
12.5,15.7,3.7,55,961,31,Mayo,Cordoba
12.6,18.3,3.8,55,1007,31,Octubre,Trelew
12.6,22.6,0.0,38,1009,31,Marzo,Trelew
12.6,28.5,4.4,32,980,31,Marzo,Neuquen
12.8,23.0,10.9,88,1016,31,Octubre,Trelew
12.8,24.6,14.8,78,987,31,Agosto,Iguazu
12.8,24.6,14.8,78,987,31,Agosto,Iguazu
12.9,23.8,12.9,75,957,31,Diciembre,Cordoba
13.2,21.0,12.7,90,989,31,Mayo,Iguazu
13.2,21.0,12.7,26,989,31,Mayo,Iguazu
13.3,31.2,11.1,41,979,31,Marzo,Neuquen
13.4,24.8,8.4,90,983,31,Marzo,Neuquen
13.4,32.4,0.6,25,908,31,Agosto,Jujuy
13.7,24.9,11.5,65,957,31,Diciembre,Cordoba
13.8,22.2,9.7,57,982,31,Octubre,Neuquen
13.8,22.4,13.8,100,986,31,Agosto,Iguazu
13.8,22.4,13.8,74,986,31,Agosto,Iguazu
13.8,24.3,6.3,61,1005,31,Marzo,Trelew
13.9,20.1,10.0,77,955,31,Octubre,Cordoba
13.9,20.2,8.7,68,911,31,Mayo,Jujuy
13.9,21.4,10.8,71,1020,31,Enero,Trelew
13.9,26.4,3.4,35,1002,31,Diciembre,Trelew
13.9,27.7,4.1,24,1000,31,Diciembre,Trelew
14.0,17.6,0.8,41,917,31,Agosto,Jujuy
14.0,28.2,10.5,39,908,31,Julio,Jujuy
14.2,25.0,10.7,63,981,31,Marzo,Neuquen
14.2,25.7,15.2,77,917,31,Mayo,Jujuy
14.4,25.2,5.2,31,981,31,Diciembre,Neuquen
14.5,26.2,7.8,48,1008,31,Marzo,Trelew
14.7,16.6,14.8,96,986,31,Marzo,Iguazu
14.8,17.5,15.0,98,983,31,Marzo,Iguazu
14.8,21.0,-6.2,23,1009,31,Mayo,Trelew
14.9,31.0,2.0,26,955,31,Agosto,Cordoba
15.0,19.6,5.4,50,1002,31,Marzo,Trelew
15.0,25.7,17.5,99,985,31,Mayo,Iguazu
15.0,30.1,11.3,55,909,31,Agosto,Jujuy
15.1,26.3,0.7,25,989,31,Diciembre,Neuquen
15.2,22.6,5.4,76,1018,31,Enero,Trelew
15.2,26.6,15.9,76,985,31,Marzo,Iguazu
15.2,26.6,15.9,76,985,31,Marzo,Iguazu
15.3,26.1,11.2,75,955,31,Octubre,Cordoba
15.3,26.8,10.6,83,957,31,Marzo,Cordoba
15.4,27.4,5.0,31,983,31,Octubre,Neuquen
15.5,19.7,14.7,95,909,31,Marzo,Jujuy
15.5,26.9,1.5,38,964,31,Octubre,Cordoba
15.5,32.4,1.4,19,970,31,Enero,Neuquen
15.6,20.4,8.9,97,915,31,Mayo,Jujuy
15.6,26.0,19.1,58,983,31,Mayo,Iguazu
15.6,26.0,19.1,23,983,31,Mayo,Iguazu
15.6,26.7,14.1,73,957,31,Octubre,Cordoba
15.8,28.0,3.0,40,1010,31,Marzo,Trelew
15.9,20.4,1.5,36,920,31,Agosto,Jujuy
15.9,23.4,8.2,51,997,31,Enero,Trelew
16.0,22.5,19.2,100,981,31,Mayo,Iguazu
16.0,22.5,19.2,100,981,31,Mayo,Iguazu
16.0,22.9,0.1,28,980,31,Diciembre,Neuquen
16.0,23.3,-3.8,35,984,31,Enero,Neuquen
16.2,28.0,6.8,52,981,31,Diciembre,Neuquen
16.2,30.0,1.2,20,972,31,Diciembre,Neuquen
16.3,28.0,12.5,78,950,31,Octubre,Cordoba
16.4,26.5,14.2,31,960,31,Marzo,Cordoba
16.4,31.8,3.7,30,1000,31,Octubre,Trelew
16.6,21.4,16.3,95,913,31,Octubre,Jujuy
16.6,24.2,1.4,31,959,31,Octubre,Cordoba
16.6,25.0,14.7,71,907,31,Octubre,Jujuy
16.8,28.3,1.3,27,981,31,Octubre,Neuquen
16.8,30.6,19.0,81,907,31,Marzo,Jujuy
16.9,24.0,7.7,46,916,31,Octubre,Jujuy
17.0,23.2,9.4,90,1016,31,Enero,Trelew
17.0,31.6,12.5,49,975,31,Enero,Neuquen
17.1,28.9,1.5,30,1002,31,Julio,Trelew
17.2,21.3,15.3,24,957,31,Enero,Cordoba
17.2,25.7,15.1,81,906,31,Julio,Jujuy
17.2,27.0,17.9,17,985,31,Mayo,Iguazu
17.2,30.1,13.5,70,963,31,Marzo,Cordoba
17.4,27.5,11.7,65,952,31,Octubre,Cordoba
17.4,28.8,14.0,37,958,31,Marzo,Cordoba
17.4,33.0,-7.4,16,952,31,Agosto,Cordoba
17.5,28.1,18.4,31,909,31,Marzo,Jujuy
17.5,28.3,11.5,68,954,31,Octubre,Cordoba
17.6,20.6,17.6,100,980,31,Octubre,Iguazu
17.6,20.6,17.6,100,980,31,Octubre,Iguazu
17.6,26.0,15.4,87,985,31,Julio,Iguazu
17.6,26.0,15.4,87,985,31,Julio,Iguazu
17.6,30.6,12.7,22,997,31,Marzo,Trelew
17.7,23.5,13.9,71,960,31,Octubre,Cordoba
17.8,23.4,19.3,97,957,31,Marzo,Cordoba
17.8,24.0,16.8,84,908,31,Diciembre,Jujuy
17.8,26.4,9.1,38,999,31,Marzo,Trelew
17.8,34.8,4.8,21,971,31,Agosto,Neuquen
17.9,26.5,17.0,93,911,31,Marzo,Jujuy
17.9,28.8,17.3,90,912,31,Marzo,Jujuy
17.9,29.0,18.5,79,986,31,Mayo,Iguazu
17.9,30.8,14.1,73,953,31,Agosto,Cordoba
18.0,26.9,15.0,78,972,31,Marzo,Cordoba
18.0,29.5,10.6,62,1012,31,Diciembre,Trelew
18.1,21.1,16.8,87,907,31,Octubre,Jujuy
18.2,23.8,16.8,75,979,31,Agosto,Iguazu
18.2,25.6,13.3,70,961,31,Octubre,Cordoba
18.2,25.8,16.5,85,905,31,Marzo,Jujuy
18.2,28.0,16.3,88,915,31,Marzo,Jujuy
18.2,31.2,14.0,45,909,31,Marzo,Jujuy
18.3,27.3,4.3,30,983,31,Enero,Neuquen
18.4,26.0,4.4,40,965,31,Octubre,Cordoba
18.4,26.0,10.3,59,1000,31,Diciembre,Trelew
18.4,27.4,11.1,55,975,31,Agosto,Neuquen
18.4,28.4,17.1,93,961,31,Enero,Cordoba
18.4,37.5,18.4,52,978,31,Enero,Neuquen
18.5,28.0,7.4,48,1002,31,Diciembre,Trelew
18.6,28.6,21.0,67,979,31,Julio,Iguazu
18.6,30.7,5.2,27,985,31,Diciembre,Neuquen
18.7,27.4,17.4,92,1004,31,Marzo,Trelew
18.8,25.0,18.0,69,909,31,Enero,Jujuy
18.8,29.7,17.5,77,984,31,Marzo,Iguazu
18.8,29.7,17.5,58,984,31,Marzo,Iguazu
18.8,31.7,14.7,60,979,31,Agosto,Neuquen
18.9,25.0,2.8,29,1004,31,Agosto,Trelew
18.9,37.7,18.6,73,950,31,Enero,Cordoba
19.0,26.8,20.5,81,913,31,Enero,Jujuy
19.0,28.7,7.2,80,1005,31,Enero,Trelew
19.0,31.2,18.4,22,978,31,Julio,Iguazu
19.0,33.5,10.2,35,971,31,Enero,Neuquen
19.0,34.0,20.2,27,905,31,Enero,Jujuy
19.2,31.1,15.1,44,909,31,Agosto,Jujuy
19.2,31.6,13.5,47,908,31,Julio,Jujuy
19.2,34.0,11.2,42,908,31,Agosto,Jujuy
19.3,29.4,19.2,85,959,31,Marzo,Cordoba
19.3,32.8,14.6,69,957,31,Agosto,Cordoba
19.4,26.0,9.1,47,977,31,Diciembre,Neuquen
19.4,29.2,18.4,89,908,31,Enero,Jujuy
19.4,29.9,15.8,78,905,31,Enero,Jujuy
19.5,25.2,19.0,95,982,31,Octubre,Iguazu
19.5,25.2,19.0,95,982,31,Octubre,Iguazu
19.5,25.8,20.4,95,957,31,Marzo,Cordoba
19.5,26.7,18.3,87,985,31,Marzo,Iguazu
19.5,27.1,18.9,71,978,31,Julio,Iguazu
19.6,26.6,19.8,85,980,31,Agosto,Iguazu
19.6,27.8,3.1,30,1005,31,Diciembre,Trelew
19.6,34.1,19.3,36,908,31,Enero,Jujuy
19.6,34.4,10.0,37,979,31,Diciembre,Neuquen
19.7,25.4,17.6,81,905,31,Enero,Jujuy
19.7,29.6,4.4,45,974,31,Octubre,Neuquen
19.8,33.5,19.2,95,906,31,Diciembre,Jujuy
19.9,32.1,16.4,69,977,31,Marzo,Neuquen
2.0,3.5,-0.7,83,984,31,Mayo,Ushuaia
-2.0,2.2,-2.7,73,985,31,Julio,Ushuaia
2.1,11.5,2.5,58,1009,31,Marzo,Ushuaia
2.2,0.6,-2.8,90,1016,31,Mayo,Ushuaia
-2.3,1.9,-2.1,100,1024,31,Julio,Ushuaia
2.4,11.1,0.2,78,980,31,Octubre,Ushuaia
2.4,4.0,-3.6,60,981,31,Julio,Ushuaia
2.4,5.3,-0.2,78,997,31,Mayo,Ushuaia
-2.4,-0.5,-2.2,96,999,31,Agosto,Ushuaia
2.6,13.0,-8.3,39,971,31,Julio,Cordoba
2.6,19.1,3.1,84,915,31,Mayo,Jujuy
2.6,20.5,6.5,70,957,31,Julio,Cordoba
2.7,6.6,-2.9,60,994,31,Mayo,Neuquen
2.7,9.0,4.0,88,1020,31,Agosto,Trelew
20.0,28.1,20.5,81,908,31,Marzo,Jujuy
20.0,30.4,18.2,67,985,31,Julio,Iguazu
20.0,31.2,17.3,55,957,31,Enero,Cordoba
20.0,34.8,11.9,39,973,31,Octubre,Neuquen
20.1,30.7,13.4,65,953,31,Marzo,Cordoba
20.1,35.0,16.1,75,955,31,Marzo,Cordoba
20.2,28.3,17.8,29,958,31,Enero,Cordoba
20.2,29.1,3.8,29,899,31,Octubre,Jujuy
20.2,29.4,18.5,77,1014,31,Marzo,Cordoba
20.2,32.8,7.2,46,920,31,Agosto,Jujuy
20.3,26.0,18.2,90,957,31,Enero,Cordoba
20.3,26.8,19.2,77,983,31,Octubre,Iguazu
20.3,26.8,19.2,77,983,31,Octubre,Iguazu
20.4,27.7,19.1,92,982,31,Enero,Iguazu
20.4,33.1,18.1,56,975,31,Enero,Neuquen
20.4,33.5,17.1,42,979,31,Mayo,Iguazu
20.5,23.6,20.3,97,980,31,Marzo,Iguazu
20.5,23.6,20.3,97,980,31,Marzo,Iguazu
20.5,29.8,11.3,53,957,31,Diciembre,Cordoba
20.6,29.0,16.7,77,984,31,Julio,Iguazu
20.6,29.0,16.7,77,984,31,Julio,Iguazu
20.6,30.2,1.1,19,975,31,Diciembre,Neuquen
20.6,31.7,5.0,28,975,31,Octubre,Neuquen
20.7,29.0,4.7,26,996,31,Enero,Trelew
20.7,31.6,16.4,75,957,31,Diciembre,Cordoba
20.8,27.2,21.4,29,907,31,Marzo,Jujuy
20.8,34.6,19.2,89,911,31,Diciembre,Jujuy
20.9,31.4,9.1,46,1008,31,Diciembre,Trelew
21.0,28.9,21.1,55,907,31,Enero,Jujuy
21.0,29.2,2.9,23,993,31,Enero,Trelew
21.0,30.0,6.1,34,974,31,Diciembre,Neuquen
21.0,30.4,8.4,100,991,31,Octubre,Trelew
21.0,31.3,22.0,82,952,31,Diciembre,Cordoba
21.1,23.7,21.1,96,977,31,Diciembre,Iguazu
21.1,23.7,21.1,96,977,31,Diciembre,Iguazu
21.1,26.6,20.3,91,912,31,Marzo,Jujuy
21.2,29.4,20.7,78,909,31,Enero,Jujuy
21.3,22.9,3.7,26,979,31,Octubre,Neuquen
21.3,30.1,20.1,75,906,31,Diciembre,Jujuy
21.4,30.4,17.2,70,979,31,Enero,Iguazu
21.4,31.6,18.2,79,977,31,Octubre,Neuquen
21.4,34.8,5.5,24,907,31,Octubre,Jujuy
21.5,25.4,14.6,63,909,31,Octubre,Jujuy
21.5,31.9,20.7,92,909,31,Diciembre,Jujuy
21.5,33.4,15.2,65,908,31,Enero,Jujuy
21.5,34.5,12.6,49,977,31,Enero,Neuquen
21.8,30.6,3.2,63,1009,31,Enero,Trelew
21.8,32.5,20.8,73,913,31,Octubre,Jujuy
21.9,32.6,19.7,79,959,31,Marzo,Cordoba
22.0,29.8,17.6,47,905,31,Octubre,Jujuy
22.0,30.2,17.4,72,947,31,Diciembre,Cordoba
22.0,33.5,10.8,62,948,31,Octubre,Cordoba
22.0,36.9,11.7,26,975,31,Diciembre,Neuquen
22.1,29.8,17.4,77,905,31,Enero,Jujuy
22.1,32.7,17.2,74,954,31,Diciembre,Cordoba
22.2,30.8,22.2,100,978,31,Octubre,Iguazu
22.2,30.9,15.3,63,903,31,Diciembre,Jujuy
22.3,32.3,17.5,58,902,31,Diciembre,Jujuy
22.3,35.6,11.2,34,970,31,Diciembre,Neuquen
22.4,32.0,-6.0,11,999,31,Diciembre,Trelew
22.5,34.2,16.4,67,979,31,Enero,Neuquen
22.6,31.3,23.6,84,953,31,Enero,Cordoba
22.6,33.0,8.1,95,1006,31,Enero,Trelew
22.6,35.0,15.0,54,952,31,Enero,Cordoba
22.8,27.2,21.6,93,955,31,Enero,Cordoba
22.8,32.8,21.1,89,978,31,Octubre,Iguazu
22.8,32.8,21.1,89,978,31,Octubre,Iguazu
22.8,33.2,23.6,92,981,31,Enero,Iguazu
22.8,35.5,20.0,58,979,31,Enero,Neuquen
23.0,33.4,15.3,48,904,31,Diciembre,Jujuy
23.0,37.4,13.0,40,996,31,Enero,Trelew
23.0,39.6,2.6,15,995,31,Diciembre,Trelew
23.1,27.0,22.2,85,981,31,Enero,Iguazu
23.4,31.1,22.3,73,981,31,Marzo,Iguazu
23.4,31.1,22.3,25,981,31,Marzo,Iguazu
23.4,34.1,17.6,70,952,31,Enero,Cordoba
23.5,34.0,7.6,23,907,31,Octubre,Jujuy
23.5,40.0,23.5,59,973,31,Enero,Neuquen
23.6,30.7,23.7,99,980,31,Enero,Iguazu
23.6,30.7,23.7,99,980,31,Enero,Iguazu
23.6,33.2,21.2,69,976,31,Diciembre,Iguazu
23.6,33.2,21.2,69,976,31,Diciembre,Iguazu
23.6,34.6,3.5,17,1004,31,Enero,Trelew
23.8,33.0,18.6,87,1006,31,Enero,Cordoba
23.8,34.1,17.6,57,955,31,Diciembre,Cordoba
23.8,35.0,20.8,45,979,31,Agosto,Iguazu
23.8,35.0,20.8,45,979,31,Agosto,Iguazu
24.0,29.8,22.7,85,983,31,Diciembre,Iguazu
24.0,34.0,9.5,40,1011,31,Octubre,Trelew
24.2,32.5,17.1,56,909,31,Diciembre,Jujuy
24.2,34.2,-1.0,15,1001,31,Diciembre,Trelew
24.2,34.5,23.9,98,982,31,Diciembre,Iguazu
24.4,34.5,25.4,81,977,31,Enero,Iguazu
24.4,34.5,25.4,81,977,31,Enero,Iguazu
25.0,38.6,11.6,16,997,31,Enero,Trelew
25.2,33.5,23.8,81,978,31,Diciembre,Iguazu
25.2,33.5,23.8,81,978,31,Diciembre,Iguazu
25.5,34.4,20.4,73,981,31,Enero,Iguazu
25.5,34.4,20.4,73,981,31,Enero,Iguazu
25.5,34.4,23.6,89,978,31,Octubre,Iguazu
25.6,32.1,20.9,75,1008,31,Enero,Cordoba
25.6,32.4,21.9,78,973,31,Agosto,Iguazu
25.6,33.0,20.9,75,949,31,Diciembre,Cordoba
25.7,30.6,12.5,41,1006,31,Diciembre,Trelew
25.8,35.0,22.6,71,981,31,Diciembre,Iguazu
25.8,35.6,19.2,56,904,31,Enero,Jujuy
26.0,33.4,24.5,80,980,31,Diciembre,Iguazu
26.0,33.6,24.4,71,973,31,Octubre,Iguazu
26.0,36.6,23.1,78,978,31,Diciembre,Iguazu
26.2,33.5,23.6,76,981,31,Enero,Iguazu
26.2,33.5,23.6,76,981,31,Enero,Iguazu
26.2,36.0,15.0,46,947,31,Diciembre,Cordoba
26.4,33.5,21.5,74,979,31,Octubre,Iguazu
26.6,37.5,18.3,47,908,31,Diciembre,Jujuy
26.8,34.7,14.8,41,905,31,Octubre,Jujuy
26.9,37.7,0.5,15,996,31,Octubre,Trelew
27.0,35.2,20.4,65,978,31,Diciembre,Iguazu
27.0,36.3,21.0,70,978,31,Agosto,Iguazu
27.0,38.6,19.6,48,901,31,Diciembre,Jujuy
27.1,36.5,18.1,51,905,31,Diciembre,Jujuy
27.6,36.3,15.6,41,901,31,Octubre,Jujuy
28.4,38.0,10.7,33,950,31,Diciembre,Cordoba
29.0,36.0,20.3,58,945,31,Diciembre,Cordoba
3.0,13.4,-1.5,55,1029,31,Agosto,Trelew
3.0,7.9,-0.2,79,1021,31,Mayo,Trelew
3.2,14.6,-2.0,91,1009,31,Mayo,Trelew
-3.3,9.2,3.1,79,997,31,Julio,Neuquen
3.4,6.5,1.3,86,981,31,Mayo,Ushuaia
3.4,7.4,2.6,84,971,31,Agosto,Ushuaia
3.4,8.8,4.4,55,1003,31,Marzo,Ushuaia
3.4,9.5,0.5,61,1003,31,Octubre,Ushuaia
3.5,12.7,2.0,81,975,31,Agosto,Ushuaia
3.5,7.2,-2.6,61,984,31,Octubre,Ushuaia
3.6,15.1,2.9,48,972,31,Mayo,Neuquen
3.6,7.6,0.4,67,993,31,Diciembre,Ushuaia
3.6,9.6,1.5,90,993,31,Enero,Ushuaia
-3.6,-0.8,-3.9,93,1008,31,Julio,Ushuaia
3.8,5.8,-2.6,60,1007,31,Agosto,Ushuaia
3.8,6.0,1.8,87,986,31,Julio,Ushuaia
3.8,6.5,0.9,80,995,31,Diciembre,Ushuaia
3.9,11.6,-2.1,52,1004,31,Agosto,Ushuaia
3.9,16.4,-1.8,42,1004,31,Mayo,Trelew
4.0,6.0,1.4,80,986,31,Agosto,Ushuaia
4.0,7.8,1.3,70,985,31,Julio,Ushuaia
-4.0,0.5,-4.1,83,1001,31,Mayo,Ushuaia
4.1,19.1,-3.2,32,983,31,Agosto,Neuquen
4.2,13.5,0.2,60,1017,31,Julio,Trelew
4.2,14.8,4.8,64,986,31,Julio,Neuquen
4.2,18.7,2.9,67,1017,31,Agosto,Trelew
4.2,19.6,4.3,51,985,31,Julio,Neuquen
4.2,19.9,-0.8,41,972,31,Mayo,Cordoba
4.2,26.4,4.8,32,978,31,Enero,Neuquen
4.4,13.4,-3.9,50,1011,31,Julio,Trelew
4.4,17.1,-1.5,39,989,31,Mayo,Trelew
4.4,20.1,1.8,40,991,31,Julio,Neuquen
4.4,6.3,1.5,73,1007,31,Mayo,Ushuaia
4.5,10.5,1.9,80,978,31,Octubre,Ushuaia
4.5,9.0,2.8,83,978,31,Octubre,Ushuaia
4.6,5.8,-0.5,68,967,31,Julio,Cordoba
4.6,9.2,3.0,69,990,31,Mayo,Ushuaia
4.8,23.5,3.4,65,955,31,Agosto,Cordoba
5.0,10.0,-0.3,70,1014,31,Octubre,Trelew
5.0,13.2,1.2,74,992,31,Marzo,Ushuaia
-5.1,10.6,-3.3,66,997,31,Agosto,Neuquen
5.2,15.3,0.6,42,978,31,Agosto,Neuquen
5.4,11.2,2.9,64,1004,31,Julio,Trelew
5.5,12.0,0.3,88,980,31,Marzo,Ushuaia
5.5,16.5,5.7,49,1005,31,Julio,Trelew
5.6,12.4,1.9,53,984,31,Mayo,Neuquen
5.6,7.8,6.3,94,997,31,Mayo,Neuquen
5.6,8.8,-0.7,64,1012,31,Octubre,Ushuaia
5.8,7.4,0.1,79,1024,31,Enero,Ushuaia
5.8,9.6,3.4,75,991,31,Enero,Ushuaia
5.9,23.1,1.5,60,908,31,Julio,Jujuy
6.0,10.8,5.9,81,985,31,Mayo,Neuquen
6.0,16.2,9.0,93,987,31,Marzo,Iguazu
6.0,20.6,4.4,60,1008,31,Mayo,Trelew
6.1,11.9,4.4,80,974,31,Diciembre,Ushuaia
6.2,26.0,5.1,56,952,31,Mayo,Cordoba
6.4,12.4,-0.4,43,994,31,Diciembre,Ushuaia
6.4,13.3,5.0,70,985,31,Agosto,Neuquen
6.4,14.6,-0.7,28,982,31,Enero,Ushuaia
6.4,17.5,1.2,48,985,31,Agosto,Neuquen
6.4,23.3,0.4,41,1017,31,Marzo,Trelew
6.5,10.5,2.4,66,980,31,Marzo,Ushuaia
6.5,19.1,8.5,91,983,31,Marzo,Neuquen
6.6,10.0,5.3,58,962,31,Julio,Cordoba
6.6,18.2,2.4,55,975,31,Mayo,Neuquen
6.6,19.2,-6.2,35,965,31,Agosto,Cordoba
6.6,20.0,3.2,53,1007,31,Agosto,Trelew
-6.6,10.9,-1.3,77,988,31,Mayo,Neuquen
6.7,15.4,-4.8,39,1002,31,Mayo,Trelew
6.7,16.3,-0.9,58,921,31,Julio,Jujuy
6.7,18.6,4.5,86,1017,31,Mayo,Cordoba
6.7,20.6,2.9,42,915,31,Julio,Jujuy
6.8,10.5,3.2,64,998,31,Enero,Ushuaia
6.8,12.0,1.9,68,999,31,Diciembre,Ushuaia
6.8,12.3,1.9,69,1024,31,Mayo,Trelew
6.8,13.0,0.8,66,997,31,Octubre,Ushuaia
6.8,13.5,-0.1,56,965,31,Mayo,Cordoba
6.8,13.5,5.6,56,1000,31,Enero,Ushuaia
6.8,13.5,2.4,62,1008,31,Octubre,Ushuaia
6.8,15.3,-5.0,31,983,31,Marzo,Neuquen
6.8,15.7,-7.0,36,1012,31,Julio,Trelew
6.8,23.7,13.2,89,984,31,Marzo,Neuquen
6.8,8.6,6.9,94,1001,31,Marzo,Ushuaia
6.9,9.3,5.8,93,987,31,Mayo,Neuquen
7.0,10.6,-5.2,42,975,31,Octubre,Ushuaia
7.0,14.0,-5.0,56,1006,31,Julio,Trelew
7.0,14.5,2.6,62,995,31,Diciembre,Ushuaia
7.0,15.0,2.6,70,982,31,Diciembre,Ushuaia
7.0,16.6,-5.1,46,981,31,Mayo,Neuquen
7.0,9.1,-1.3,55,997,31,Octubre,Ushuaia
7.1,17.6,7.1,67,992,31,Julio,Iguazu
7.1,17.6,7.1,67,992,31,Julio,Iguazu
7.2,15.6,-3.2,29,918,31,Julio,Jujuy
7.4,12.0,1.7,60,1004,31,Diciembre,Ushuaia
7.4,13.6,3.2,67,1007,31,Octubre,Ushuaia
7.4,14.4,5.4,41,1000,31,Agosto,Trelew
7.4,16.6,8.2,60,1013,31,Julio,Trelew
7.4,18.9,-6.4,36,966,31,Julio,Cordoba
7.5,13.8,0.4,49,992,31,Octubre,Ushuaia
7.5,14.5,0.2,44,978,31,Diciembre,Ushuaia
7.5,20.9,1.8,45,958,31,Julio,Cordoba
7.6,13.8,7.0,76,908,31,Agosto,Jujuy
7.6,16.0,-0.7,46,1005,31,Agosto,Trelew
7.6,18.5,5.0,69,995,31,Diciembre,Ushuaia
7.7,11.6,6.6,77,998,31,Enero,Ushuaia
7.8,23.0,4.9,53,921,31,Julio,Jujuy
7.8,24.3,9.9,69,978,31,Marzo,Neuquen
8.0,21.0,2.0,41,997,31,Diciembre,Trelew
8.2,13.4,-1.5,47,993,31,Octubre,Neuquen
8.3,22.0,5.7,84,1007,31,Marzo,Trelew
8.4,12.2,4.9,77,987,31,Enero,Ushuaia
8.4,15.2,6.7,87,1014,31,Octubre,Trelew
8.4,17.5,1.1,60,1003,31,Mayo,Trelew
8.4,22.0,9.5,78,919,31,Mayo,Jujuy
