TD, MAX, MIN, HR, PRESION, DIA, MES, CIUDAD
18.2,30.5,1.8,27,979,16,Septiembre,Neuquen
18.3,24.5,2.4,29,984,16,Febrero,Neuquen
18.3,33.7,14.3,46,954,16,Septiembre,Cordoba
18.4,21.0,17.6,94,957,16,Diciembre,Cordoba
18.4,24.2,18.2,90,978,16,Junio,Iguazu
18.4,24.2,18.2,90,978,16,Junio,Iguazu
18.4,26.4,7.5,49,998,16,Enero,Trelew
18.4,26.9,3.8,49,979,16,Enero,Neuquen
18.4,27.5,18.0,89,982,16,Junio,Iguazu
18.4,32.6,18.2,31,977,16,Enero,Neuquen
18.5,23.3,21.9,99,977,16,Abril,Iguazu
18.5,27.8,9.9,44,910,16,Noviembre,Jujuy
18.5,28.6,15.2,83,983,16,Octubre,Iguazu
18.5,28.6,15.2,65,983,16,Octubre,Iguazu
18.5,29.3,12.4,57,957,16,Marzo,Cordoba
18.5,29.5,11.6,61,910,16,Noviembre,Jujuy
18.6,26.3,9.9,57,958,16,Noviembre,Cordoba
18.6,27.0,18.3,98,981,16,Marzo,Iguazu
18.8,23.6,19.7,95,911,16,Marzo,Jujuy
18.8,27.7,19.6,87,955,16,Enero,Cordoba
18.8,28.0,6.6,71,1005,16,Enero,Trelew
18.9,27.8,8.1,81,1010,16,Enero,Trelew
18.9,28.9,5.1,40,982,16,Enero,Neuquen
18.9,32.6,14.0,65,979,16,Enero,Neuquen
19.0,25.8,19.8,93,1014,16,Marzo,Cordoba
19.0,26.0,19.1,84,983,16,Mayo,Iguazu
19.0,26.0,19.1,49,983,16,Mayo,Iguazu
19.0,26.4,13.6,23,963,16,Enero,Cordoba
19.0,26.8,20.5,88,948,16,Enero,Cordoba
19.0,27.2,-1.5,61,1001,16,Febrero,Trelew
19.0,28.8,7.0,29,993,16,Febrero,Trelew
19.0,28.9,20.7,93,1013,16,Febrero,Cordoba
19.0,31.3,18.3,88,913,16,Febrero,Jujuy
19.0,33.1,4.8,20,977,16,Enero,Neuquen
19.1,26.1,-1.3,22,977,16,Diciembre,Neuquen
19.1,28.1,1.9,27,956,16,Octubre,Cordoba
19.2,25.2,22.4,98,982,16,Febrero,Iguazu
19.2,26.0,17.8,84,912,16,Febrero,Jujuy
19.2,26.2,-4.0,67,989,16,Marzo,Neuquen
19.2,31.1,12.4,44,979,16,Noviembre,Neuquen
19.2,32.1,20.7,25,973,16,Febrero,Neuquen
19.3,26.6,11.6,15,1002,16,Diciembre,Trelew
19.3,27.1,20.0,83,913,16,Febrero,Jujuy
19.3,30.2,16.4,70,986,16,Septiembre,Iguazu
19.3,30.2,16.4,70,986,16,Septiembre,Iguazu
19.3,30.9,11.8,63,958,16,Octubre,Cordoba
19.3,32.5,9.7,42,1003,16,Octubre,Trelew
19.4,29.1,7.7,47,954,16,Noviembre,Cordoba
19.4,29.6,9.6,38,910,16,Noviembre,Jujuy
19.4,30.6,18.2,60,977,16,Noviembre,Neuquen
19.4,32.5,4.3,20,997,16,Diciembre,Trelew
19.5,25.0,19.0,97,981,16,Febrero,Iguazu
19.5,25.0,19.0,97,981,16,Febrero,Iguazu
19.5,37.5,13.7,37,974,16,Enero,Neuquen
19.7,27.0,19.2,87,982,16,Septiembre,Iguazu
19.7,27.0,19.2,87,982,16,Septiembre,Iguazu
19.7,28.0,17.3,86,958,16,Febrero,Cordoba
19.8,24.6,18.8,93,909,16,Enero,Jujuy
19.8,26.6,18.2,93,915,16,Marzo,Jujuy
19.8,30.1,17.9,64,1015,16,Marzo,Cordoba
19.8,32.6,13.8,49,908,16,Octubre,Jujuy
19.8,35.4,2.9,26,901,16,Septiembre,Jujuy
19.9,23.8,21.1,95,907,16,Diciembre,Jujuy
19.9,24.1,19.9,98,911,16,Diciembre,Jujuy
2.0,13.5,-8.6,35,1014,16,Agosto,Trelew
2.0,3.9,-0.5,79,996,16,Septiembre,Ushuaia
2.0,4.7,-2.8,69,994,16,Abril,Ushuaia
2.0,5.0,1.4,86,983,16,Abril,Ushuaia
2.0,5.0,0.9,85,1004,16,Mayo,Ushuaia
2.0,5.1,1.4,93,978,16,Mayo,Ushuaia
2.0,8.5,-1.3,75,997,16,Agosto,Ushuaia
2.0,8.8,1.6,75,986,16,Septiembre,Ushuaia
-2.0,-0.4,-3.5,89,984,16,Agosto,Ushuaia
-2.0,18.5,1.0,61,985,16,Mayo,Neuquen
2.1,19.0,6.9,89,960,16,Agosto,Cordoba
2.2,10.4,-1.0,72,1008,16,Mayo,Trelew
2.2,11.6,-4.7,59,1006,16,Julio,Trelew
2.2,12.8,-4.5,60,1009,16,Mayo,Trelew
-2.2,15.1,-4.6,43,981,16,Junio,Neuquen
-2.2,16.2,-0.9,39,982,16,Julio,Neuquen
-2.2,2.5,-3.2,91,985,16,Junio,Ushuaia
2.3,5.2,-0.4,84,995,16,Junio,Ushuaia
2.3,9.3,-5.3,45,989,16,Septiembre,Ushuaia
-2.3,13.0,-3.0,77,1000,16,Junio,Trelew
2.4,18.2,7.7,89,983,16,Mayo,Neuquen
2.5,13.0,-3.4,65,1009,16,Abril,Trelew
2.5,17.4,3.5,91,967,16,Junio,Cordoba
2.6,12.9,4.1,57,986,16,Mayo,Neuquen
2.6,17.1,6.7,90,985,16,Abril,Neuquen
2.6,6.5,1.8,78,1005,16,Marzo,Ushuaia
2.6,8.2,0.7,51,989,16,Octubre,Ushuaia
2.7,24.7,-8.8,26,956,16,Agosto,Cordoba
2.7,4.0,-1.2,74,991,16,Julio,Ushuaia
2.8,10.3,3.5,83,907,16,Junio,Jujuy
2.8,17.1,4.6,61,984,16,Mayo,Neuquen
2.8,4.0,2.2,91,999,16,Junio,Ushuaia
2.8,4.1,0.0,93,982,16,Julio,Cordoba
2.9,14.5,1.6,65,1026,16,Junio,Trelew
2.9,4.1,0.2,76,998,16,Junio,Ushuaia
2.9,5.0,0.9,86,998,16,Julio,Ushuaia
20.0,27.4,9.0,95,1010,16,Febrero,Trelew
20.0,27.6,20.6,96,906,16,Febrero,Jujuy
20.0,27.9,17.6,54,958,16,Febrero,Cordoba
20.0,31.4,4.5,27,975,16,Octubre,Neuquen
20.0,31.6,14.8,72,910,16,Marzo,Jujuy
20.0,32.5,20.0,78,982,16,Junio,Iguazu
20.0,33.0,16.6,100,1007,16,Febrero,Cordoba
20.1,28.3,17.5,81,953,16,Abril,Cordoba
20.2,25.3,20.4,99,983,16,Marzo,Iguazu
20.2,29.7,9.1,39,910,16,Octubre,Jujuy
20.2,29.8,20.1,72,984,16,Febrero,Iguazu
20.2,30.4,16.6,60,977,16,Octubre,Iguazu
20.2,30.4,16.6,60,977,16,Octubre,Iguazu
20.2,30.6,19.6,96,977,16,Noviembre,Iguazu
20.2,30.8,5.7,29,976,16,Noviembre,Neuquen
20.3,29.0,5.1,37,1001,16,Noviembre,Trelew
20.4,26.0,19.8,96,982,16,Octubre,Iguazu
20.4,26.0,19.8,96,982,16,Octubre,Iguazu
20.4,27.1,8.2,28,962,16,Noviembre,Cordoba
20.4,28.0,14.1,55,916,16,Octubre,Jujuy
20.4,28.1,14.8,61,909,16,Enero,Jujuy
20.4,29.0,17.4,76,955,16,Enero,Cordoba
20.4,31.7,19.2,80,948,16,Octubre,Cordoba
20.6,29.3,13.6,53,912,16,Noviembre,Jujuy
20.6,31.7,5.0,56,975,16,Diciembre,Neuquen
20.6,33.0,8.9,84,906,16,Septiembre,Jujuy
20.6,35.2,9.9,29,996,16,Marzo,Trelew
20.7,28.3,22.7,98,981,16,Marzo,Iguazu
20.7,28.3,22.7,98,981,16,Marzo,Iguazu
20.8,26.5,17.8,83,981,16,Septiembre,Iguazu
20.8,30.5,19.4,82,906,16,Febrero,Jujuy
20.8,31.6,18.1,88,906,16,Febrero,Jujuy
20.9,26.0,20.9,100,976,16,Noviembre,Iguazu
20.9,26.0,20.9,100,976,16,Noviembre,Iguazu
20.9,28.7,19.2,87,911,16,Abril,Jujuy
20.9,31.4,9.1,46,1008,16,Diciembre,Trelew
20.9,32.5,16.6,63,954,16,Diciembre,Cordoba
21.0,24.1,21.0,100,975,16,Septiembre,Iguazu
21.0,26.7,19.2,77,899,16,Enero,Jujuy
21.0,27.8,20.7,95,982,16,Enero,Iguazu
21.0,28.5,9.5,56,999,16,Noviembre,Trelew
21.0,29.3,11.6,92,908,16,Noviembre,Jujuy
21.0,31.0,13.2,81,951,16,Noviembre,Cordoba
21.0,31.3,22.9,62,980,16,Diciembre,Iguazu
21.2,29.1,20.3,78,912,16,Febrero,Jujuy
21.2,30.9,16.2,65,904,16,Noviembre,Jujuy
21.2,33.9,4.0,19,997,16,Diciembre,Trelew
21.3,24.0,22.0,100,978,16,Febrero,Iguazu
21.3,24.0,22.0,100,978,16,Febrero,Iguazu
21.3,29.8,5.0,34,911,16,Octubre,Jujuy
21.3,32.0,21.0,98,981,16,Diciembre,Iguazu
21.3,33.9,17.4,67,984,16,Agosto,Iguazu
21.3,33.9,17.4,67,984,16,Agosto,Iguazu
21.4,26.9,20.6,95,975,16,Mayo,Iguazu
21.4,28.3,18.3,83,979,16,Octubre,Iguazu
21.4,28.4,20.3,93,983,16,Febrero,Iguazu
21.4,28.4,20.3,93,983,16,Febrero,Iguazu
21.4,29.8,20.6,77,910,16,Marzo,Jujuy
21.4,31.0,4.9,100,1002,16,Enero,Trelew
21.4,31.4,16.6,69,1014,16,Febrero,Cordoba
21.4,34.0,8.4,26,978,16,Octubre,Neuquen
21.5,30.2,21.3,95,979,16,Diciembre,Iguazu
21.5,30.2,21.3,95,979,16,Diciembre,Iguazu
21.5,30.4,17.7,78,985,16,Julio,Iguazu
21.5,31.5,16.1,54,949,16,Diciembre,Cordoba
21.5,32.2,8.5,34,914,16,Noviembre,Jujuy
21.5,33.5,19.7,85,1000,16,Abril,Cordoba
21.5,36.1,20.2,92,901,16,Diciembre,Jujuy
21.6,30.6,18.4,81,916,16,Marzo,Jujuy
21.7,29.0,11.3,45,957,16,Diciembre,Cordoba
21.7,30.5,8.5,42,959,16,Diciembre,Cordoba
21.7,31.4,12.2,50,952,16,Diciembre,Cordoba
21.7,32.4,20.3,82,984,16,Abril,Iguazu
21.7,32.4,20.3,82,984,16,Abril,Iguazu
21.7,33.0,21.9,100,947,16,Febrero,Cordoba
21.7,33.9,1.2,17,973,16,Noviembre,Neuquen
21.8,30.0,15.2,66,991,16,Septiembre,Iguazu
21.8,30.0,15.2,66,991,16,Septiembre,Iguazu
21.8,30.2,17.6,82,957,16,Enero,Cordoba
21.8,32.5,21.4,84,1012,16,Febrero,Cordoba
21.9,27.8,20.3,71,912,16,Marzo,Jujuy
21.9,32.3,12.7,47,951,16,Noviembre,Cordoba
21.9,33.6,16.5,52,911,16,Octubre,Jujuy
22.0,31.4,19.9,74,905,16,Enero,Jujuy
22.0,33.5,9.9,37,959,16,Noviembre,Cordoba
22.0,34.8,17.1,48,900,16,Diciembre,Jujuy
22.0,35.1,20.4,90,908,16,Enero,Jujuy
22.0,37.2,13.2,47,905,16,Septiembre,Jujuy
22.1,35.6,16.2,69,953,16,Octubre,Cordoba
22.2,31.2,20.4,77,982,16,Agosto,Iguazu
22.2,34.7,22.3,99,978,16,Enero,Iguazu
22.2,34.7,22.3,99,978,16,Enero,Iguazu
22.3,28.2,22.2,99,980,16,Octubre,Iguazu
22.3,30.0,23.1,87,979,16,Noviembre,Iguazu
22.3,30.0,23.1,87,979,16,Noviembre,Iguazu
22.3,30.2,18.9,76,912,16,Enero,Jujuy
22.3,31.9,4.6,56,978,16,Diciembre,Neuquen
22.4,30.0,21.8,100,908,16,Febrero,Jujuy
22.4,31.5,25.8,50,943,16,Febrero,Cordoba
22.4,34.5,6.0,37,1003,16,Marzo,Trelew
22.5,34.3,16.0,44,979,16,Noviembre,Neuquen
22.6,34.5,10.9,35,917,16,Septiembre,Jujuy
22.8,27.0,1.0,23,1003,16,Enero,Trelew
22.8,31.8,15.6,60,902,16,Enero,Jujuy
22.8,31.8,17.9,74,913,16,Diciembre,Jujuy
22.9,29.6,21.6,89,901,16,Febrero,Jujuy
22.9,30.0,8.4,36,976,16,Diciembre,Neuquen
23.0,28.0,23.6,94,976,16,Febrero,Iguazu
23.0,28.0,23.6,94,976,16,Febrero,Iguazu
23.0,29.5,22.6,98,985,16,Marzo,Iguazu
23.0,32.2,20.3,86,913,16,Enero,Jujuy
23.0,33.0,14.3,27,901,16,Diciembre,Jujuy
23.0,34.0,12.6,23,950,16,Octubre,Cordoba
23.1,31.5,14.4,58,957,16,Febrero,Cordoba
23.1,32.6,23.1,100,985,16,Diciembre,Iguazu
23.2,28.6,22.1,89,981,16,Marzo,Iguazu
23.2,28.6,22.1,89,981,16,Marzo,Iguazu
23.2,30.5,12.9,46,907,16,Diciembre,Jujuy
23.2,32.1,21.8,46,978,16,Noviembre,Neuquen
23.2,32.2,23.3,83,983,16,Marzo,Iguazu
23.2,32.2,23.3,83,983,16,Marzo,Iguazu
23.2,33.6,16.6,51,908,16,Enero,Jujuy
23.3,33.0,18.3,70,955,16,Enero,Cordoba
23.3,36.6,14.1,44,972,16,Enero,Neuquen
23.3,37.5,20.7,50,975,16,Febrero,Neuquen
23.4,32.2,6.7,75,977,16,Octubre,Neuquen
23.4,33.0,14.0,83,977,16,Diciembre,Neuquen
23.4,33.1,6.0,32,1003,16,Noviembre,Trelew
23.4,34.6,19.1,64,910,16,Diciembre,Jujuy
23.6,32.7,11.7,40,982,16,Octubre,Iguazu
23.6,32.7,11.7,40,982,16,Octubre,Iguazu
23.6,32.8,9.3,40,954,16,Diciembre,Cordoba
23.6,33.3,18.9,71,906,16,Diciembre,Jujuy
23.6,33.7,19.5,61,956,16,Febrero,Cordoba
23.8,30.0,23.0,83,981,16,Enero,Iguazu
23.8,30.0,23.0,83,981,16,Enero,Iguazu
23.8,32.0,13.5,63,950,16,Enero,Cordoba
23.8,32.2,15.8,59,956,16,Enero,Cordoba
23.8,32.5,22.4,63,981,16,Enero,Iguazu
24.0,30.0,23.4,91,981,16,Enero,Iguazu
24.0,30.0,23.4,91,981,16,Enero,Iguazu
24.0,30.2,21.8,88,982,16,Diciembre,Iguazu
24.0,31.9,14.1,54,958,16,Enero,Cordoba
24.0,32.0,5.7,70,1007,16,Febrero,Trelew
24.0,34.3,2.8,19,1002,16,Noviembre,Trelew
24.0,36.0,1.9,64,1003,16,Diciembre,Trelew
24.1,31.4,23.9,67,984,16,Noviembre,Iguazu
24.1,31.4,23.9,67,984,16,Noviembre,Iguazu
24.2,33.5,14.9,50,911,16,Enero,Jujuy
24.4,33.2,21.5,90,977,16,Enero,Iguazu
24.4,33.2,21.5,90,977,16,Enero,Iguazu
24.4,33.6,22.8,89,982,16,Febrero,Iguazu
24.6,31.2,2.1,19,993,16,Febrero,Trelew
24.6,35.6,24.3,35,980,16,Diciembre,Iguazu
24.7,34.0,22.9,90,978,16,Enero,Iguazu
24.8,31.8,23.1,74,977,16,Octubre,Iguazu
24.8,32.3,23.6,86,982,16,Enero,Iguazu
24.8,34.1,14.4,52,952,16,Noviembre,Cordoba
24.8,39.5,6.6,31,913,16,Noviembre,Jujuy
24.9,34.0,4.0,26,954,16,Diciembre,Cordoba
25.0,31.1,20.5,80,951,16,Diciembre,Cordoba
25.0,33.0,19.4,66,901,16,Diciembre,Jujuy
25.0,34.4,20.3,63,978,16,Diciembre,Iguazu
25.0,34.4,20.3,65,978,16,Diciembre,Iguazu
25.2,31.3,24.1,94,976,16,Diciembre,Iguazu
25.2,31.3,24.1,94,976,16,Diciembre,Iguazu
25.3,36.0,22.2,83,978,16,Noviembre,Iguazu
25.4,32.5,17.8,61,908,16,Febrero,Jujuy
25.4,32.9,22.9,85,979,16,Octubre,Iguazu
25.6,34.6,20.3,57,908,16,Enero,Jujuy
25.6,35.9,17.2,55,950,16,Octubre,Cordoba
25.6,37.0,22.8,85,977,16,Agosto,Iguazu
25.6,38.4,4.4,15,977,16,Diciembre,Neuquen
25.7,35.0,13.0,40,950,16,Diciembre,Cordoba
26.0,33.1,22.7,81,979,16,Noviembre,Iguazu
26.0,33.1,22.7,81,979,16,Noviembre,Iguazu
26.0,37.4,22.6,80,979,16,Agosto,Iguazu
26.2,35.0,16.9,50,903,16,Octubre,Jujuy
26.2,35.3,22.1,75,981,16,Diciembre,Iguazu
26.2,36.5,15.7,51,954,16,Enero,Cordoba
26.6,35.6,14.8,43,911,16,Diciembre,Jujuy
26.6,37.8,14.0,37,975,16,Enero,Neuquen
27.0,33.5,22.5,72,978,16,Noviembre,Iguazu
27.0,37.1,13.4,37,947,16,Enero,Cordoba
27.2,34.0,23.4,72,977,16,Noviembre,Iguazu
27.4,35.6,14.6,44,908,16,Noviembre,Jujuy
28.0,39.7,6.8,18,997,16,Enero,Trelew
28.6,37.4,12.9,34,913,16,Noviembre,Jujuy
28.8,41.3,16.2,37,939,16,Diciembre,Cordoba
3.0,11.2,3.0,85,1004,16,Septiembre,Trelew
3.0,12.0,-11.0,81,1000,16,Septiembre,Trelew
3.0,12.5,3.4,54,996,16,Mayo,Ushuaia
3.0,17.5,0.6,54,929,16,Julio,Jujuy
3.0,22.5,0.5,42,984,16,Septiembre,Neuquen
3.0,6.4,-2.2,72,987,16,Junio,Ushuaia
3.0,7.0,-1.7,66,998,16,Octubre,Ushuaia
3.0,8.7,1.8,93,996,16,Mayo,Ushuaia
3.0,9.0,-0.9,69,985,16,Octubre,Ushuaia
-3.0,-1.0,-2.4,94,1002,16,Julio,Ushuaia
-3.0,4.0,-6.1,69,990,16,Julio,Ushuaia
-3.0,4.4,-1.9,81,1015,16,Mayo,Trelew
3.1,12.0,1.2,81,966,16,Mayo,Cordoba
3.1,20.5,-0.6,51,1001,16,Agosto,Trelew
3.1,7.0,0.2,80,997,16,Abril,Ushuaia
3.2,12.5,1.1,80,985,16,Junio,Neuquen
3.2,5.7,0.9,71,978,16,Junio,Ushuaia
-3.2,17.8,6.6,71,986,16,Julio,Neuquen
3.3,6.4,-2.7,63,995,16,Agosto,Ushuaia
3.3,9.4,-3.4,61,985,16,Octubre,Ushuaia
3.4,10.2,-4.4,44,986,16,Julio,Ushuaia
3.4,5.2,-0.4,76,989,16,Noviembre,Ushuaia
-3.4,12.9,-2.5,66,1034,16,Junio,Cordoba
3.5,18.2,-2.8,44,914,16,Agosto,Jujuy
3.5,5.5,2.4,93,970,16,Abril,Ushuaia
3.5,9.0,-0.7,66,988,16,Junio,Neuquen
3.6,12.9,0.1,77,1009,16,Junio,Trelew
3.6,16.7,3.0,56,1002,16,Junio,Trelew
3.6,6.2,-1.0,52,1004,16,Mayo,Ushuaia
3.6,8.0,1.6,87,983,16,Diciembre,Ushuaia
-3.6,9.9,-0.2,60,988,16,Julio,Neuquen
3.7,15.2,-1.8,54,964,16,Julio,Cordoba
3.7,23.0,-3.6,23,980,16,Mayo,Neuquen
3.8,16.6,-0.7,60,988,16,Agosto,Neuquen
3.8,18.8,6.0,60,990,16,Mayo,Neuquen
3.8,6.5,0.9,63,995,16,Diciembre,Ushuaia
3.8,7.5,1.0,82,967,16,Noviembre,Ushuaia
3.8,7.6,-1.9,78,995,16,Septiembre,Neuquen
3.8,8.6,-0.4,74,1010,16,Junio,Ushuaia
3.9,13.5,-0.8,62,1012,16,Abril,Trelew
3.9,6.7,-0.4,71,1000,16,Agosto,Ushuaia
3.9,9.2,-1.9,60,998,16,Junio,Trelew
4.0,0.8,-0.9,88,1009,16,Junio,Ushuaia
4.0,10.3,1.7,73,989,16,Abril,Ushuaia
4.0,13.5,0.0,65,963,16,Agosto,Cordoba
4.0,16.4,1.2,48,997,16,Julio,Trelew
4.0,5.7,0.3,62,972,16,Junio,Ushuaia
4.0,6.6,-1.9,74,1003,16,Agosto,Ushuaia
4.0,6.8,1.1,73,1006,16,Marzo,Ushuaia
4.0,7.5,1.7,83,987,16,Noviembre,Ushuaia
4.1,7.2,1.8,85,1024,16,Agosto,Trelew
-4.1,1.0,-4.9,74,988,16,Mayo,Ushuaia
4.2,0.1,-2.9,81,1010,16,Julio,Ushuaia
4.2,15.8,2.8,84,909,16,Junio,Jujuy
4.2,17.8,1.1,44,988,16,Septiembre,Neuquen
4.2,22.8,1.5,57,1013,16,Agosto,Trelew
4.2,7.2,3.7,91,964,16,Junio,Cordoba
4.2,9.8,-2.7,59,1015,16,Mayo,Trelew
4.4,12.0,0.1,67,1004,16,Junio,Trelew
4.4,16.0,1.4,40,992,16,Agosto,Trelew
4.4,7.0,-1.5,65,984,16,Abril,Ushuaia
4.4,8.0,-1.1,57,995,16,Septiembre,Ushuaia
4.4,8.2,0.5,78,984,16,Julio,Ushuaia
-4.4,11.9,-4.4,49,982,16,Junio,Neuquen
4.5,10.7,1.5,81,985,16,Agosto,Ushuaia
4.5,15.2,-2.8,46,1020,16,Julio,Trelew
4.5,9.8,2.9,86,991,16,Febrero,Ushuaia
4.6,12.2,-2.3,48,926,16,Julio,Jujuy
4.6,15.5,-0.3,69,1020,16,Octubre,Trelew
4.6,7.9,1.0,70,996,16,Agosto,Ushuaia
4.7,11.1,2.6,79,1000,16,Septiembre,Ushuaia
4.7,15.6,1.0,62,1019,16,Marzo,Trelew
4.7,6.5,2.8,83,990,16,Noviembre,Ushuaia
4.8,10.0,1.8,56,1000,16,Abril,Ushuaia
4.8,11.0,1.8,48,982,16,Abril,Ushuaia
4.8,14.6,-2.2,42,1001,16,Mayo,Trelew
4.8,19.0,6.2,67,973,16,Octubre,Neuquen
4.8,8.0,0.5,59,1000,16,Mayo,Ushuaia
4.8,9.5,3.2,78,1005,16,Marzo,Ushuaia
-4.8,6.1,-6.9,69,1034,16,Agosto,Trelew
4.9,13.2,0.6,86,1011,16,Abril,Ushuaia
4.9,26.0,8.9,79,962,16,Junio,Cordoba
5.0,13.0,1.2,64,1002,16,Abril,Ushuaia
5.0,13.4,-4.4,44,984,16,Octubre,Ushuaia
5.0,13.5,-3.5,36,1001,16,Octubre,Ushuaia
5.0,15.0,0.3,58,1007,16,Julio,Trelew
5.0,17.2,0.7,57,986,16,Noviembre,Neuquen
5.0,7.9,0.8,74,998,16,Octubre,Ushuaia
5.0,8.6,-3.0,78,987,16,Septiembre,Ushuaia
5.1,13.0,4.6,71,1004,16,Marzo,Ushuaia
5.1,15.6,1.1,53,912,16,Agosto,Jujuy
5.1,7.8,-1.5,82,977,16,Julio,Cordoba
5.2,16.5,6.5,68,983,16,Agosto,Neuquen
5.2,22.6,7.4,85,913,16,Julio,Jujuy
5.2,6.2,2.1,76,983,16,Febrero,Ushuaia
5.3,12.6,1.2,57,996,16,Enero,Ushuaia
5.3,13.1,2.1,68,992,16,Diciembre,Ushuaia
5.4,10.8,4.7,59,995,16,Mayo,Neuquen
5.4,9.5,2.3,76,993,16,Diciembre,Ushuaia
5.5,10.5,0.8,67,990,16,Enero,Ushuaia
5.5,15.5,3.1,75,977,16,Octubre,Ushuaia
5.5,16.5,3.5,80,994,16,Marzo,Ushuaia
5.5,9.5,0.0,66,1006,16,Marzo,Ushuaia
5.6,7.2,4.3,90,912,16,Mayo,Jujuy
5.6,8.3,0.6,86,976,16,Abril,Ushuaia
5.7,9.9,2.7,78,996,16,Marzo,Ushuaia
5.8,12.6,0.4,58,979,16,Septiembre,Ushuaia
5.8,17.9,11.6,91,982,16,Abril,Neuquen
5.8,8.0,-3.2,48,991,16,Junio,Ushuaia
5.8,8.1,1.8,73,995,16,Noviembre,Ushuaia
5.9,11.4,-0.8,52,1005,16,Marzo,Ushuaia
6.0,11.0,2.8,45,995,16,Enero,Ushuaia
6.0,12.5,1.0,47,987,16,Noviembre,Ushuaia
6.0,16.0,-0.1,82,980,16,Abril,Neuquen
6.0,17.5,5.5,91,1020,16,Octubre,Trelew
6.0,19.4,0.6,60,962,16,Julio,Cordoba
6.0,21.2,5.6,84,915,16,Junio,Jujuy
6.0,22.6,-1.8,32,976,16,Marzo,Neuquen
6.0,24.0,2.2,33,1000,16,Septiembre,Trelew
6.0,8.5,0.5,56,1007,16,Diciembre,Ushuaia
6.1,9.6,5.0,91,977,16,Diciembre,Ushuaia
6.2,10.1,1.8,83,994,16,Febrero,Ushuaia
6.2,11.0,2.2,53,964,16,Septiembre,Cordoba
6.2,23.0,0.7,49,962,16,Agosto,Cordoba
6.2,23.4,4.1,55,984,16,Abril,Neuquen
6.3,9.6,7.2,95,911,16,Junio,Jujuy
6.4,12.6,1.5,71,979,16,Octubre,Ushuaia
6.4,13.2,2.5,76,1026,16,Marzo,Trelew
6.4,8.8,5.3,91,989,16,Junio,Neuquen
6.5,10.2,5.2,83,995,16,Mayo,Ushuaia
6.5,13.0,-0.4,50,1004,16,Octubre,Ushuaia
6.5,22.2,2.5,60,909,16,Agosto,Jujuy
6.5,25.2,1.8,31,981,16,Agosto,Neuquen
6.6,11.4,3.2,68,991,16,Diciembre,Ushuaia
6.6,12.0,3.9,75,1006,16,Agosto,Trelew
6.6,20.2,7.0,82,912,16,Agosto,Jujuy
6.6,8.4,0.3,59,989,16,Enero,Ushuaia
6.7,9.8,1.7,67,987,16,Enero,Ushuaia
6.8,11.0,5.7,83,1027,16,Junio,Trelew
6.8,12.5,5.7,91,1011,16,Septiembre,Trelew
6.8,14.4,5.5,70,995,16,Septiembre,Neuquen
6.8,23.0,2.0,46,983,16,Agosto,Neuquen
6.9,10.3,6.1,87,989,16,Marzo,Ushuaia
6.9,21.9,3.5,52,980,16,Agosto,Neuquen
7.0,12.7,5.0,82,986,16,Diciembre,Ushuaia
7.0,13.0,8.0,95,957,16,Junio,Cordoba
7.0,16.0,2.2,58,1013,16,Julio,Trelew
7.1,11.5,4.1,75,983,16,Diciembre,Ushuaia
7.1,14.0,-12.2,23,963,16,Julio,Cordoba
7.1,18.0,1.0,39,977,16,Julio,Neuquen
7.2,13.9,0.1,44,989,16,Marzo,Ushuaia
7.2,19.3,5.7,75,1007,16,Mayo,Trelew
7.3,18.3,2.0,57,1018,16,Noviembre,Trelew
7.4,10.7,2.2,63,994,16,Febrero,Ushuaia
7.4,11.0,5.4,87,999,16,Febrero,Ushuaia
7.4,12.9,4.2,80,979,16,Enero,Ushuaia
7.5,14.0,2.2,64,991,16,Noviembre,Ushuaia
7.5,14.4,4.1,64,990,16,Febrero,Ushuaia
7.6,11.8,1.4,68,996,16,Enero,Ushuaia
7.6,15.2,-2.2,36,993,16,Junio,Trelew
7.6,15.6,1.2,64,1007,16,Octubre,Trelew
7.6,20.0,0.0,59,969,16,Septiembre,Cordoba
7.8,13.1,2.0,67,1006,16,Noviembre,Ushuaia
7.8,17.0,0.2,43,993,16,Agosto,Trelew
7.8,17.5,8.7,90,1012,16,Julio,Trelew
7.8,23.0,9.8,74,1013,16,Mayo,Trelew
7.8,28.6,2.4,36,981,16,Marzo,Neuquen
7.8,3.9,-3.7,65,1009,16,Julio,Ushuaia
7.9,13.0,1.3,63,1001,16,Febrero,Ushuaia
7.9,20.0,9.3,91,1007,16,Abril,Trelew
8.0,10.6,8.6,74,982,16,Septiembre,Neuquen
8.0,11.5,1.9,64,1031,16,Octubre,Trelew
8.0,12.5,-10.8,23,1003,16,Octubre,Trelew
8.0,13.0,7.3,67,918,16,Julio,Jujuy
8.0,15.6,6.2,66,1014,16,Septiembre,Trelew
8.0,15.7,-4.4,34,993,16,Julio,Neuquen
8.0,17.5,4.4,50,1011,16,Septiembre,Trelew
8.0,19.0,-0.4,55,920,16,Junio,Jujuy
8.0,22.6,12.0,53,906,16,Junio,Jujuy
8.0,9.0,7.6,97,1013,16,Agosto,Trelew
8.1,13.1,-1.0,52,983,16,Junio,Neuquen
8.2,11.4,9.6,90,987,16,Mayo,Neuquen
8.3,12.0,6.0,69,992,16,Abril,Neuquen
8.4,11.0,7.6,39,923,16,Julio,Jujuy
8.4,17.0,9.1,48,986,16,Mayo,Iguazu
